datetime,symbol,open,high,low,close,volume
2005-02-02 09:15:00,NSE:NIFTY,2062.1499,2074.5,2045.5,2052.25,89992004.0
2005-02-03 09:15:00,NSE:NIFTY,2052.3501,2083.75,2052.3501,2079.45,78096998.0
2005-02-04 09:15:00,NSE:NIFTY,2079.3999,2099.2,2060.8,2077.95,79163998.0
2005-02-07 09:15:00,NSE:NIFTY,2097.45,2098.0,2049.8501,2055.1001,62127002.0
2005-02-08 09:15:00,NSE:NIFTY,2055.0,2065.0,2043.6,2055.1499,74189996.0
2005-02-09 09:15:00,NSE:NIFTY,2055.2,2077.7,2055.2,2070.0,68238000.0
2005-02-10 09:15:00,NSE:NIFTY,2070.1001,2075.1001,2049.8501,2063.3501,69892997.0
2005-02-11 09:15:00,NSE:NIFTY,2063.3501,2084.5,2063.3501,2082.05,84987003.0
2005-02-14 09:15:00,NSE:NIFTY,2083.05,2110.1499,2083.05,2098.25,86444999.0
2005-02-15 09:15:00,NSE:NIFTY,2098.25,2101.6001,2081.2,2089.95,60937998.0
2005-02-16 09:15:00,NSE:NIFTY,2090.0,2103.3999,2059.45,2068.8,68534002.0
2005-02-17 09:15:00,NSE:NIFTY,2069.1001,2069.1499,2045.85,2061.8999,63852999.0
2005-02-18 09:15:00,NSE:NIFTY,2062.45,2076.7,2048.8501,2055.55,63673999.0
2005-02-21 09:15:00,NSE:NIFTY,2055.1499,2065.75,2039.9,2043.2,46918001.0
2005-02-22 09:15:00,NSE:NIFTY,2043.4,2061.6499,2036.6,2058.3999,51897999.0
2005-02-23 09:15:00,NSE:NIFTY,2058.7,2065.1499,2051.3501,2057.1001,52493001.0
2005-02-24 09:15:00,NSE:NIFTY,2057.75,2070.5,2052.3999,2055.3,76500001.0
2005-02-25 09:15:00,NSE:NIFTY,2057.3,2081.8501,2051.2,2060.8999,66309001.0
2005-02-28 09:15:00,NSE:NIFTY,2061.2,2106.2,2047.7,2103.25,103139000.0
2005-03-01 09:15:00,NSE:NIFTY,2103.1001,2115.1001,2073.8,2084.3999,71290003.0
2005-03-02 09:15:00,NSE:NIFTY,2084.6001,2096.3501,2080.55,2093.25,78598996.0
2005-03-03 09:15:00,NSE:NIFTY,2093.3999,2132.75,2093.3501,2128.8501,84295000.0
2005-03-04 09:15:00,NSE:NIFTY,2129.1001,2152.75,2129.1001,2148.1499,78282998.0
2005-03-07 09:15:00,NSE:NIFTY,2148.25,2166.8501,2143.05,2160.1001,86790996.0
2005-03-08 09:15:00,NSE:NIFTY,2160.6499,2173.8501,2154.0,2168.95,78379000.0
2005-03-09 09:15:00,NSE:NIFTY,2169.1001,2183.45,2141.3501,2160.8,81074004.0
2005-03-10 09:15:00,NSE:NIFTY,2160.8501,2170.2,2145.75,2167.3999,61889999.0
2005-03-11 09:15:00,NSE:NIFTY,2167.7,2182.1001,2148.7,2154.0,70473998.0
2005-03-14 09:15:00,NSE:NIFTY,2153.8,2164.1499,2140.8999,2146.3501,73874997.0
2005-03-15 09:15:00,NSE:NIFTY,2146.55,2151.3501,2122.0,2128.95,60050002.0
2005-03-16 09:15:00,NSE:NIFTY,2129.3501,2158.8999,2121.1001,2125.55,75513004.0
2005-03-17 09:15:00,NSE:NIFTY,2123.95,2126.55,2090.45,2098.5,62045999.0
2005-03-18 09:15:00,NSE:NIFTY,2097.75,2112.25,2077.2,2109.1499,83944997.0
2005-03-21 09:15:00,NSE:NIFTY,2117.95,2124.8,2089.3501,2096.6001,62124999.0
2005-03-22 09:15:00,NSE:NIFTY,2096.75,2099.0,2056.5,2061.6001,57630999.0
2005-03-23 09:15:00,NSE:NIFTY,2061.2,2067.45,2019.85,2026.4,91449999.0
2005-03-24 09:15:00,NSE:NIFTY,2026.6,2042.45,2007.35,2015.4,70928998.0
2005-03-28 09:15:00,NSE:NIFTY,2015.75,2046.85,2015.25,2029.45,51851002.0
2005-03-29 09:15:00,NSE:NIFTY,2029.4,2032.65,1971.55,1983.85,69688001.0
2005-03-30 09:15:00,NSE:NIFTY,1983.65,2000.45,1971.15,1993.7,69954003.0
2005-03-31 09:15:00,NSE:NIFTY,1994.5,2043.6,1994.5,2035.65,91752997.0
2005-04-01 09:15:00,NSE:NIFTY,2035.9,2071.2,2024.25,2067.6499,63209001.0
2005-04-04 09:15:00,NSE:NIFTY,2067.6499,2076.6001,2054.8999,2063.3999,64426000.0
2005-04-05 09:15:00,NSE:NIFTY,2063.2,2077.95,2043.7,2052.55,54692000.0
2005-04-06 09:15:00,NSE:NIFTY,2054.0,2073.1001,2051.3,2069.3,53944001.0
2005-04-07 09:15:00,NSE:NIFTY,2069.1499,2084.8999,2048.05,2052.8501,48150000.0
2005-04-08 09:15:00,NSE:NIFTY,2053.05,2057.5,2024.8,2031.2,42153001.0
2005-04-11 09:15:00,NSE:NIFTY,2032.75,2033.0,2001.85,2008.2,38487998.0
2005-04-12 09:15:00,NSE:NIFTY,2002.75,2027.8,2002.75,2024.95,35571999.0
2005-04-13 09:15:00,NSE:NIFTY,2024.9,2038.85,2018.1,2025.45,44909998.0
2005-04-15 09:15:00,NSE:NIFTY,2022.5,2022.5,1952.75,1956.3,64717001.0
2005-04-18 09:15:00,NSE:NIFTY,1955.5,1959.25,1914.85,1927.8,70752002.0
2005-04-19 09:15:00,NSE:NIFTY,1927.9,1961.15,1902.8,1909.4,61369000.0
2005-04-20 09:15:00,NSE:NIFTY,1908.5,1941.85,1902.9,1929.7,74596999.0
2005-04-21 09:15:00,NSE:NIFTY,1930.5,1950.0,1911.4,1948.55,58532000.0
2005-04-22 09:15:00,NSE:NIFTY,1950.6,1972.95,1950.0,1967.35,55286002.0
2005-04-25 09:15:00,NSE:NIFTY,1968.45,1974.2,1952.4,1970.95,53654000.0
2005-04-26 09:15:00,NSE:NIFTY,1971.05,1972.85,1951.8,1957.1,51302998.0
2005-04-27 09:15:00,NSE:NIFTY,1959.45,1962.2,1930.35,1935.4,62036001.0
2005-04-28 09:15:00,NSE:NIFTY,1935.65,1950.25,1921.05,1941.3,82324996.0
2005-04-29 09:15:00,NSE:NIFTY,1943.2,1943.2,1896.3,1902.5,64305000.0
2005-05-02 09:15:00,NSE:NIFTY,1903.1,1925.6,1898.15,1916.75,60560998.0
2005-05-03 09:15:00,NSE:NIFTY,1916.95,1940.1,1911.0,1920.7,51922002.0
2005-05-04 09:15:00,NSE:NIFTY,1920.5,1944.45,1920.15,1942.6,48178000.0
2005-05-05 09:15:00,NSE:NIFTY,1942.6,1973.35,1942.05,1963.3,53021000.0
2005-05-06 09:15:00,NSE:NIFTY,1962.3,1984.4,1947.3,1977.5,52715999.0
2005-05-09 09:15:00,NSE:NIFTY,1978.05,2003.15,1978.05,2000.75,51490001.0
2005-05-10 09:15:00,NSE:NIFTY,2001.0,2007.8,1989.1,1994.3,56035000.0
2005-05-11 09:15:00,NSE:NIFTY,1990.55,1991.85,1975.05,1985.95,44567998.0
2005-05-12 09:15:00,NSE:NIFTY,1985.95,1999.85,1981.95,1993.15,36125000.0
2005-05-13 09:15:00,NSE:NIFTY,1992.5,1992.75,1978.9,1988.3,36651999.0
2005-05-16 09:15:00,NSE:NIFTY,1991.5,2014.95,1989.7,2012.6,38016000.0
2005-05-17 09:15:00,NSE:NIFTY,2013.1,2024.6,1984.75,1990.8,48667001.0
2005-05-18 09:15:00,NSE:NIFTY,1990.65,1990.95,1964.65,1982.75,51570000.0
2005-05-19 09:15:00,NSE:NIFTY,1983.15,2008.35,1983.15,1990.85,42625999.0
2005-05-20 09:15:00,NSE:NIFTY,1991.85,1998.2,1975.95,1992.4,41636999.0
2005-05-23 09:15:00,NSE:NIFTY,1992.1,2019.35,1991.7,2013.9,37690999.0
2005-05-24 09:15:00,NSE:NIFTY,2016.0,2031.9,2009.55,2028.6,56758002.0
2005-05-25 09:15:00,NSE:NIFTY,2028.55,2047.45,2019.0,2043.85,76580004.0
2005-05-26 09:15:00,NSE:NIFTY,2043.5,2078.6499,2025.65,2074.7,88188002.0
2005-05-27 09:15:00,NSE:NIFTY,2073.25,2099.3501,2069.5,2076.3999,73790996.0
2005-05-30 09:15:00,NSE:NIFTY,2076.55,2086.8501,2064.8501,2072.3999,54670000.0
2005-05-31 09:15:00,NSE:NIFTY,2072.5,2091.75,2066.55,2087.55,45873000.0
2005-06-01 09:15:00,NSE:NIFTY,2087.8,2097.6001,2081.2,2087.55,58895999.0
2005-06-02 09:15:00,NSE:NIFTY,2087.8501,2093.45,2062.55,2064.6499,50472002.0
2005-06-03 09:15:00,NSE:NIFTY,2064.10009766,2097.25,2061.35009766,2094.25,52180001.0
2005-06-06 09:15:00,NSE:NIFTY,2092.0,2109.1001,2087.3999,2092.8,42745000.0
2005-06-07 09:15:00,NSE:NIFTY,2091.95,2102.8501,2084.3501,2098.1499,36006998.0
2005-06-08 09:15:00,NSE:NIFTY,2094.7,2115.25,2094.05,2112.3999,49625002.0
2005-06-09 09:15:00,NSE:NIFTY,2112.25,2118.6499,2097.55,2103.2,53924000.0
2005-06-10 09:15:00,NSE:NIFTY,2103.45,2133.1001,2086.3,2090.6001,49033998.0
2005-06-13 09:15:00,NSE:NIFTY,2090.7,2106.6499,2081.7,2102.75,38788002.0
2005-06-14 09:15:00,NSE:NIFTY,2103.6499,2113.8501,2098.7,2112.3501,38607000.0
2005-06-15 09:15:00,NSE:NIFTY,2110.5,2131.95,2110.3501,2128.6499,44577001.0
2005-06-16 09:15:00,NSE:NIFTY,2128.3,2135.1001,2114.55,2123.7,65288999.0
2005-06-17 09:15:00,NSE:NIFTY,2123.6001,2131.75,2103.8999,2123.3999,43862000.0
2005-06-20 09:15:00,NSE:NIFTY,2130.8,2150.25,2124.6499,2144.3501,92371001.0
2005-06-21 09:15:00,NSE:NIFTY,2144.75,2173.25,2140.1499,2170.0,68987003.0
2005-06-22 09:15:00,NSE:NIFTY,2167.8,2196.45,2167.3501,2187.3501,87458996.0
2005-06-23 09:15:00,NSE:NIFTY,2187.3501,2192.1001,2174.05,2183.8501,62648001.0
2005-06-24 09:15:00,NSE:NIFTY,2184.0,2204.45,2162.95,2194.3501,57556001.0
2005-06-27 09:15:00,NSE:NIFTY,2194.3501,2219.6499,2188.1499,2199.8,93011001.0
2005-06-28 09:15:00,NSE:NIFTY,2199.8,2206.8,2165.8999,2169.8501,73415999.0
2005-06-29 09:15:00,NSE:NIFTY,2170.2,2194.25,2162.0,2191.6499,58639000.0
2005-06-30 09:15:00,NSE:NIFTY,2191.55,2226.1499,2189.45,2220.6001,82213003.0
2005-07-01 09:15:00,NSE:NIFTY,2220.45,2220.55,2198.8999,2211.8999,54585000.0
2005-07-04 09:15:00,NSE:NIFTY,2212.05,2232.2,2211.3999,2230.6499,49156002.0
2005-07-05 09:15:00,NSE:NIFTY,2231.2,2238.6001,2205.1001,2210.75,55516000.0
2005-07-06 09:15:00,NSE:NIFTY,2211.3501,2232.6499,2211.3,2228.2,51428000.0
2005-07-07 09:15:00,NSE:NIFTY,2228.3,2235.8,2171.25,2179.3999,60515000.0
2005-07-08 09:15:00,NSE:NIFTY,2183.55,2210.7,2179.05,2196.2,48319001.0
2005-07-11 09:15:00,NSE:NIFTY,2195.55,2224.6499,2195.55,2218.8501,54406001.0
2005-07-12 09:15:00,NSE:NIFTY,2219.1001,2233.2,2191.7,2220.8,71608001.0
2005-07-13 09:15:00,NSE:NIFTY,2221.45,2234.1499,2200.05,2204.05,74226999.0
2005-07-14 09:15:00,NSE:NIFTY,2204.3999,2212.55,2178.6001,2185.1001,65036001.0
2005-07-15 09:15:00,NSE:NIFTY,2185.1001,2216.5,2181.8501,2212.55,57478001.0
2005-07-18 09:15:00,NSE:NIFTY,2212.95,2248.7,2212.95,2234.0,55018000.0
2005-07-19 09:15:00,NSE:NIFTY,2234.25,2246.7,2227.2,2237.3,51112002.0
2005-07-20 09:15:00,NSE:NIFTY,2236.8999,2252.0,2236.8999,2241.8999,56890999.0
2005-07-21 09:15:00,NSE:NIFTY,2240.95,2251.8501,2221.2,2230.5,60766999.0
2005-07-22 09:15:00,NSE:NIFTY,2231.0,2268.55,2223.1499,2265.6001,57709998.0
2005-07-25 09:15:00,NSE:NIFTY,2266.6499,2293.95,2266.6499,2291.75,81356997.0
2005-07-26 09:15:00,NSE:NIFTY,2289.25,2307.1001,2279.8,2303.1499,98679996.0
2005-07-27 09:15:00,NSE:NIFTY,2304.25,2324.0,2292.8501,2319.1001,70682001.0
2005-07-29 09:15:00,NSE:NIFTY,2318.05,2332.55,2280.8501,2312.3,111818998.0
2005-08-01 09:15:00,NSE:NIFTY,2312.05,2329.8999,2294.25,2318.05,59154002.0
2005-08-02 09:15:00,NSE:NIFTY,2321.8999,2357.1499,2319.75,2353.6499,81639997.0
2005-08-03 09:15:00,NSE:NIFTY,2359.1001,2377.0,2345.2,2357.0,102044000.0
2005-08-04 09:15:00,NSE:NIFTY,2357.75,2377.3501,2352.05,2367.8,91949998.0
2005-08-05 09:15:00,NSE:NIFTY,2367.3501,2377.1001,2355.95,2361.2,114263998.0
2005-08-08 09:15:00,NSE:NIFTY,2361.95,2386.95,2320.05,2324.3999,97369997.0
2005-08-09 09:15:00,NSE:NIFTY,2324.75,2342.2,2303.1001,2318.7,93651001.0
2005-08-10 09:15:00,NSE:NIFTY,2322.3,2364.8,2322.05,2360.1499,81805001.0
2005-08-11 09:15:00,NSE:NIFTY,2358.8999,2387.3,2355.5,2380.8999,93590004.0
2005-08-12 09:15:00,NSE:NIFTY,2381.05,2390.45,2356.8999,2361.55,71135003.0
2005-08-16 09:15:00,NSE:NIFTY,2361.6499,2379.3999,2356.8501,2369.8,59048002.0
2005-08-17 09:15:00,NSE:NIFTY,2369.8,2406.25,2357.5,2403.1499,61480002.0
2005-08-18 09:15:00,NSE:NIFTY,2404.6499,2426.6499,2380.7,2388.45,63479001.0
2005-08-19 09:15:00,NSE:NIFTY,2400.8,2409.3501,2378.45,2383.45,47521001.0
2005-08-22 09:15:00,NSE:NIFTY,2383.45,2403.45,2355.75,2367.8501,55931998.0
2005-08-23 09:15:00,NSE:NIFTY,2369.55,2380.5,2320.3501,2326.1001,57189999.0
2005-08-24 09:15:00,NSE:NIFTY,2326.1001,2334.8999,2300.45,2322.5,68323000.0
2005-08-25 09:15:00,NSE:NIFTY,2323.1001,2359.2,2320.7,2354.55,78538998.0
2005-08-26 09:15:00,NSE:NIFTY,2354.6001,2368.05,2340.2,2357.05,47579001.0
2005-08-29 09:15:00,NSE:NIFTY,2359.2,2365.8501,2312.6001,2337.6499,41867002.0
2005-08-30 09:15:00,NSE:NIFTY,2337.8,2373.8,2337.75,2367.75,46969999.0
2005-08-31 09:15:00,NSE:NIFTY,2369.05,2387.0,2355.0,2384.6499,50117001.0
2005-09-01 09:15:00,NSE:NIFTY,2384.7,2412.3501,2382.8999,2405.75,59762000.0
2005-09-02 09:15:00,NSE:NIFTY,2406.45,2422.1001,2396.1001,2415.8,61334999.0
2005-09-05 09:15:00,NSE:NIFTY,2417.1001,2439.55,2414.95,2422.95,50522001.0
2005-09-06 09:15:00,NSE:NIFTY,2422.3999,2436.25,2417.0,2428.6499,47410000.0
2005-09-08 09:15:00,NSE:NIFTY,2429.0,2456.8999,2429.0,2454.45,46073999.0
2005-09-09 09:15:00,NSE:NIFTY,2448.8,2462.8,2441.8999,2455.45,47671001.0
2005-09-12 09:15:00,NSE:NIFTY,2455.8501,2486.3501,2455.8501,2484.1499,44831998.0
2005-09-13 09:15:00,NSE:NIFTY,2484.0,2503.0,2477.1001,2500.3501,54881001.0
2005-09-14 09:15:00,NSE:NIFTY,2500.3999,2514.75,2476.0,2492.45,82088002.0
2005-09-15 09:15:00,NSE:NIFTY,2492.8501,2527.5,2492.75,2523.95,62945001.0
2005-09-16 09:15:00,NSE:NIFTY,2524.8999,2555.1001,2519.05,2552.3501,63656002.0
2005-09-19 09:15:00,NSE:NIFTY,2555.45,2579.7,2550.45,2567.1001,63880999.0
2005-09-20 09:15:00,NSE:NIFTY,2567.2,2582.8,2546.6001,2578.0,77238002.0
2005-09-21 09:15:00,NSE:NIFTY,2576.7,2585.6001,2504.8999,2567.3,108695003.0
2005-09-22 09:15:00,NSE:NIFTY,2567.8501,2580.3999,2465.8501,2476.5,103320003.0
2005-09-23 09:15:00,NSE:NIFTY,2480.5,2507.8999,2453.05,2477.75,84223001.0
2005-09-26 09:15:00,NSE:NIFTY,2477.8501,2560.8501,2477.8501,2557.3501,61924000.0
2005-09-27 09:15:00,NSE:NIFTY,2558.5,2592.5,2549.8501,2574.8501,80836002.0
2005-09-28 09:15:00,NSE:NIFTY,2574.45,2602.95,2559.8501,2598.05,75639996.0
2005-09-29 09:15:00,NSE:NIFTY,2598.6001,2633.8999,2589.45,2611.2,118315000.0
2005-09-30 09:15:00,NSE:NIFTY,2607.8999,2623.05,2567.75,2601.3999,88155996.0
2005-10-03 09:15:00,NSE:NIFTY,2601.0,2635.0,2597.2,2630.05,64623002.0
2005-10-04 09:15:00,NSE:NIFTY,2630.0,2667.05,2629.6001,2663.3501,76745998.0
2005-10-05 09:15:00,NSE:NIFTY,2663.7,2669.2,2636.6001,2644.3999,87711998.0
2005-10-06 09:15:00,NSE:NIFTY,2643.8,2643.8,2571.3,2579.1499,107136999.0
2005-10-07 09:15:00,NSE:NIFTY,2577.2,2603.25,2547.55,2574.05,92770001.0
2005-10-10 09:15:00,NSE:NIFTY,2577.1001,2595.1499,2561.0,2566.8501,61305000.0
2005-10-11 09:15:00,NSE:NIFTY,2569.1499,2592.0,2533.7,2589.55,71469998.0
2005-10-13 09:15:00,NSE:NIFTY,2584.3999,2589.3501,2529.05,2537.3,95739003.0
2005-10-14 09:15:00,NSE:NIFTY,2537.7,2548.0,2478.0,2484.3999,91435000.0
2005-10-17 09:15:00,NSE:NIFTY,2488.3999,2498.6001,2459.5,2485.1499,76999000.0
2005-10-18 09:15:00,NSE:NIFTY,2485.25,2517.7,2452.5,2468.2,77318996.0
2005-10-19 09:15:00,NSE:NIFTY,2467.8,2467.8501,2394.95,2412.45,93294002.0
2005-10-20 09:15:00,NSE:NIFTY,2421.3999,2463.8501,2363.55,2395.45,114276999.0
2005-10-21 09:15:00,NSE:NIFTY,2397.8501,2447.8501,2384.05,2443.75,97458004.0
2005-10-24 09:15:00,NSE:NIFTY,2444.2,2460.0,2388.3999,2394.8501,80236003.0
2005-10-25 09:15:00,NSE:NIFTY,2394.95,2444.6001,2390.8501,2418.2,85087003.0
2005-10-26 09:15:00,NSE:NIFTY,2418.45,2434.0,2401.1001,2408.5,91104002.0
2005-10-27 09:15:00,NSE:NIFTY,2408.95,2416.45,2338.6001,2352.8999,125292003.0
2005-10-28 09:15:00,NSE:NIFTY,2352.6499,2355.1499,2307.45,2316.05,84569997.0
2005-10-31 09:15:00,NSE:NIFTY,2314.8501,2373.3999,2314.2,2370.95,69796004.0
2005-11-01 09:15:00,NSE:NIFTY,2366.8,2410.1499,2366.8,2386.75,18747001.0
